     1 , 4194912.00
     2 , 4201512.00
     3 , 4122234.50
     4 , 3845157.50
     5 , 4010192.00
     6 , 3987700.00
     7 , 3681065.50
     8 , 3709699.25
     9 , 3567246.00
    10 , 3402264.75
    11 , 3279176.75
    12 , 3068838.75
    13 , 3054136.00
    14 , 2812927.00
    15 , 2681532.50
    16 , 2307745.00
    17 , 2171370.25
    18 , 1917155.12
    19 , 1731627.25
    20 , 1573172.62
    21 , 1226795.75
    22 ,  949439.38
    23 ,  698232.25
    24 ,  348788.84
    25 ,  389607.69
    26 ,   57369.52
    27 , -208174.17
    28 , -327722.88
    29 , -680749.81
    30 , -1041963.81
    31 , -1185858.00
    32 , -1485118.25
    33 , -1752368.00
    34 , -1844891.00
    35 , -2148944.75
    36 , -2196070.50
    37 , -2392491.50
    38 , -2715357.00
    39 , -2873368.00
    40 , -2985999.50
    41 , -3197211.00
    42 , -3331041.00
    43 , -3416231.00
    44 , -3529282.50
    45 , -3728224.25
    46 , -3768825.25
    47 , -3914478.50
    48 , -3883482.75
    49 , -3981119.00
    50 , -3974007.50
    51 , -4182386.50
    52 , -4118487.25
    53 , -4063544.50
    54 , -4093378.25
    55 , -4074914.75
    56 , -4021956.25
    57 , -4136497.00
    58 , -3731347.00
    59 , -3738615.50
    60 , -3704622.00
    61 , -3729553.25
    62 , -3564277.75
    63 , -3511788.50
    64 , -3221010.50
    65 , -3272898.50
    66 , -2926585.50
    67 , -2694067.00
    68 , -2516345.75
    69 , -2175101.25
    70 , -2051833.00
    71 , -1729040.12
    72 , -1605570.75
    73 , -1372897.75
    74 , -1298308.00
    75 , -945454.56
    76 , -669066.50
    77 , -453206.03
    78 , -173252.97
    79 ,  169629.89
    80 ,  293868.62
    81 ,  516492.81
    82 ,  834289.38
    83 , 1176071.00
    84 , 1307547.25
    85 , 1538236.38
    86 , 1777216.25
    87 , 2142717.75
    88 , 2199657.50
    89 , 2382677.25
    90 , 2836429.25
    91 , 2696046.50
    92 , 2845463.25
    93 , 3182105.50
    94 , 3264664.75
    95 , 3548044.00
    96 , 3518358.50
    97 , 3596195.75
    98 , 3788627.75
    99 , 3982993.00
   100 , 3791144.50
   101 , 3977582.50
   102 , 4148613.00
   103 , 4201202.50
   104 , 4174298.50
   105 , 4174144.25
   106 , 4243458.00
   107 , 4144896.50
   108 , 4120855.25
   109 , 4125108.00
   110 , 3951593.75
   111 , 3752639.75
   112 , 3632545.75
   113 , 3824082.75
   114 , 3531052.00
   115 , 3581030.75
   116 , 3408224.75
   117 , 3081177.75
   118 , 2970947.00
   119 , 2677642.25
   120 , 2567388.50
   121 , 2441920.50
   122 , 2393723.00
   123 , 1942510.25
   124 , 1740683.62
   125 , 1600901.25
   126 , 1327492.25
   127 , 1214876.62
   128 ,  770315.38
   129 ,  516056.62
   130 ,  369261.84
   131 ,  208265.81
   132 , -327877.28
   133 , -240329.44
   134 , -708420.44
   135 , -1036398.25
   136 , -1236342.50
   137 , -1400243.62
   138 , -1654860.38
   139 , -1879980.00
   140 , -2067498.75
   141 , -2277110.00
   142 , -2593814.50
   143 , -2707701.75
   144 , -2963039.50
   145 , -3020997.50
   146 , -3060621.25
   147 , -3471248.25
   148 , -3569720.00
   149 , -3547935.00
   150 , -3703348.00
   151 , -3832181.25
   152 , -3890871.00
   153 , -4152409.50
   154 , -4124149.25
   155 , -4240055.50
   156 , -4235279.50
   157 , -4213970.00
   158 , -3986344.25
   159 , -4107425.75
   160 , -4217707.00
   161 , -3999893.75
   162 , -3996032.25
   163 , -3818591.00
   164 , -3983347.00
   165 , -3695179.00
   166 , -3764352.25
   167 , -3466694.50
   168 , -3289389.00
   169 , -3242029.50
   170 , -3056986.50
   171 , -3025343.00
   172 , -2522963.50
   173 , -2495410.75
   174 , -2151392.50
   175 , -2155811.50
   176 , -1990087.12
   177 , -1656676.38
   178 , -1399626.75
   179 , -1029973.12
   180 , -1037310.81
   181 , -689250.94
   182 , -342410.44
   183 , -171990.91
   184 ,   61718.07
   185 ,  322647.38
   186 ,  638900.00
   187 ,  556930.12
   188 , 1128455.38
   189 , 1364860.38
   190 , 1504745.75
   191 , 1707153.25
   192 , 1894488.62
   193 , 2220229.75
   194 , 2333815.75
   195 , 2732418.75
   196 , 2758250.00
   197 , 2906877.00
   198 , 3198595.25
   199 , 3261533.75
   200 , 3551817.75
   201 , 3550880.25
   202 , 3608567.50
   203 , 3837041.00
   204 , 3892049.25
   205 , 3906006.00
   206 , 4126729.25
   207 , 4052625.25
   208 , 4137609.50
   209 , 4093256.00
   210 , 4009056.00
   211 , 4250251.00
   212 , 4173043.00
   213 , 4129984.50
   214 , 4189138.75
   215 , 3887963.00
   216 , 4046184.25
   217 , 3721625.00
   218 , 3794618.00
   219 , 3712496.50
   220 , 3326745.75
   221 , 3163586.00
   222 , 3243291.50
   223 , 2917176.50
   224 , 2778458.75
   225 , 2582353.50
   226 , 2407451.75
   227 , 2075927.00
   228 , 2023030.50
   229 , 1746441.38
   230 , 1477820.38
   231 , 1381473.62
   232 , 1156920.50
   233 ,  788446.62
   234 ,  797640.94
   235 ,  338814.31
   236 ,  -30014.42
   237 , -248881.25
   238 , -392612.66
   239 , -597003.75
   240 , -839819.06
   241 , -1114077.12
   242 , -1433863.75
   243 , -1649471.75
   244 , -1802311.88
   245 , -2090159.62
   246 , -2146385.00
   247 , -2468705.00
   248 , -2735397.00
   249 , -2850087.00
   250 , -3093806.00
   251 , -3187917.00
   252 , -3455925.00
   253 , -3458766.75
   254 , -3603908.00
   255 , -3543594.50
